5.7791824,3.4464333,6.7898808,1,6.5719337,4.023633,6.1719656,0,3.2620168,7.110813,4.1314087,-1
5.9228835,3.4296682,7.0245924,1,5.719307,4.1002736,7.1539235,0,2.4333398,4.8307548,6.5312185,-1
6.9048414,3.8056862,5.5540504,1,8.964559,5.415139,9.5489435,0,4.519402,1.089734,11.354788,-1
7.3096,3.891907,5.640271,1,14.034815,4.703819,11.213482,0,5.127737,1.9998415,9.350157,-1
8.234077,3.3123121,1.6573536,1,1.1639795,-1.4513819,0.28500733,0,5.601951,2.8788135,8.131092,-1
7.8844047,3.7434156,4.3014555,1,-12.535533,-0.50774413,-5.381609,0,3.6212697,1.3052857,-3.417693,-1
4.993616,2.6225464,2.5459058,1,-10.523716,-5.0199614,-5.973179,0,4.7804594,-0.6610254,-8.339458,-1
4.873865,-1.6357985,1.2358302,1,28.256441,8.411309,-0.6706055,0,4.766089,-3.182981,-10.135723,-1
6.957532,-5.6354814,2.1339624,1,14.9305525,13.836028,-2.5171657,0,5.6570363,-4.1050634,-9.153765,-1
9.2184305,-7.7862086,0.36164796,1,11.306888,-0.79035646,-1.9639161,0,11.247012,-4.9792457,-11.328443,-1
11.903248,-9.733359,0.6658155,1,-16.710052,-9.328602,-7.0437527,0,15.514937,-3.3745828,-4.8571,-1
12.3415365,-7.5227566,2.572251,1,-10.037527,-10.150093,-3.666775,0,9.053174,-1.1615845,-1.6693287,-1
8.085587,-7.573052,3.7601807,1,41.33804,18.93742,-6.5791187,0,3.1446607,0.52690434,-8.126302,-1
9.220825,-7.2114043,-1.2286451,1,15.986756,15.809525,-2.4764502,0,0.55324954,3.5733693,-7.8700347,-1
12.008629,-7.36708,1.4609619,1,-3.6236646,-8.193362,-5.2738333,0,-2.0357666,3.3410523,-7.4197707,-1
9.616004,-8.078402,0.98195803,1,-21.334835,-7.065308,-2.5914114,0,0.87897223,-1.9160157,-8.475974,-1
6.6246243,-7.173084,0.6658155,1,-2.335144,-6.3012967,-7.0293827,0,11.773916,-3.1470559,-10.063872,-1
4.232,-5.4822,0.71371585,1,34.246387,28.850407,-3.4847536,0,8.804092,-3.2524366,-11.987073,-1
2.8812087,-4.272715,0.033530276,1,15.3736315,13.862373,-0.9580079,0,7.599397,-3.9350173,-13.986915,-1
4.790039,-5.206773,-0.32093263,1,-3.3937428,-8.840017,-4.91937,0,11.244617,-3.4847536,-11.953543,-1
7.460486,-7.0413575,0.69695073,1,-25.200397,-8.171807,-6.05461,0,15.320941,-2.1171973,-5.989944,-1
11.196717,-7.7359133,1.575923,1,-3.65959,-6.7611403,-5.2666483,0,7.204219,-0.4382886,-0.4382886,-1
10.157278,-7.168294,1.3915064,1,38.006565,21.720432,-2.9674294,0,1.7627344,2.2345533,-6.5791187,-1
9.24717,-6.69408,1.092129,1,17.641714,15.30657,1.6166383,0,0.6227051,4.703819,-8.202942,-1
11.824212,-6.3156667,0.22752686,1,4.655918,-6.200706,-5.616321,0,0.69695073,4.0523734,-5.216353,-1
11.759546,-7.1539235,1.8992506,1,-34.27273,-12.645703,-10.645863,0,5.326524,-0.05748047,-7.31439,-1
9.855506,-8.023315,0.9867481,1,-5.9947343,-6.327642,-0.6849756,0,13.802498,-0.4263135,-11.481724,-1
6.943162,-7.311995,1.22625,1,16.132853,6.5623536,-1.6549586,0,5.7480474,-1.1064991,-7.4054008,-1
4.8571,-5.688172,0.5412744,1,16.52803,19.392473,0.016765138,0,7.541917,-2.095642,-9.905801,-1
3.2332766,-4.272715,-0.15328126,1,8.643626,0.14130616,-1.5160475,0,9.80521,-2.2249732,-8.926238,-1
4.0691385,-4.1553593,0.16525635,1,-19.301464,-14.166541,-7.213799,0,12.485237,-1.5735279,-7.158714,-1
7.4652762,-5.719307,0.17004639,1,-8.320298,-7.197034,-3.4368532,0,16.140038,-0.7783814,-4.864285,-1
9.053174,-7.101233,1.1903248,1,5.8175025,-2.560276,-8.064031,0,7.7622585,0.07424561,-2.8428884,-1
8.792117,-7.6209526,1.1591895,1,38.246067,30.45028,-13.479171,0,4.061953,1.2549903,-3.9972878,-1
11.314073,-6.8497562,0.7664063,1,13.658797,11.790682,-3.9685476,0,0.7544312,3.8464015,-6.8856816,-1
10.739268,-6.4066777,2.3016138,1,-4.7253737,-7.31439,-4.4212065,0,3.6140847,5.4127445,-6.550379,-1
10.31535,-6.4282327,-0.23710695,1,-25.825497,-8.358619,-5.0510964,0,0.8262818,3.2596216,-7.1156034,-1
10.981165,-6.964717,0.3784131,1,-6.9048414,-6.631809,-2.1171973,0,5.0894165,-0.62749517,-7.668853,-1
9.460327,-7.5155716,0.7376661,1,41.376358,21.047432,-4.387676,0,9.364527,-1.453777,-5.9324636,-1
6.945557,-6.564749,1.21188,1,15.603553,15.285015,4.24158,0,9.965676,-2.5315359,-7.3646855,-1
5.269043,-5.1708474,0.51492923,1,0.24908204,-5.6761966,-4.021238,0,9.620794,-3.1326857,-9.704619,-1
3.4584084,-4.169729,0.100590825,1,-22.60659,-7.6425076,-7.582632,0,8.018526,-3.1255007,-10.044712,-1
4.9792457,-4.7972245,0.20597169,1,-7.798184,-6.2965064,-1.4010864,0,10.744058,-2.8261232,-9.683064,-1
5.6594315,-6.1240654,0.44547364,1,33.0848,12.116405,-1.6884888,0,14.324613,-1.7339942,-6.67013,-1
10.164463,-7.0174074,1.1400293,1,10.602752,16.899258,5.4175344,0,10.485396,-0.5556446,-1.0322535,-1
11.405084,-6.6844997,2.7782228,1,2.2632935,0.1460962,3.547024,0,4.136199,1.2621753,-4.5792775,-1
14.988033,-4.4499464,2.8141482,1,-12.559483,-3.891907,-6.229446,0,2.6297317,3.903882,-7.2185893,-1
10.31535,-5.767207,0.84544194,1,-14.197677,-5.2977834,-4.2008643,0,2.8380983,4.670288,-4.9385304,-1
11.438614,-6.3779373,1.961521,1,18.281185,-0.9029224,-10.054293,0,2.1507277,4.9073954,-5.1732426,-1
9.683064,-6.6677346,1.9112257,1,15.31136,16.674128,11.172767,0,4.3493557,2.2585034,-6.327642,-1
